MONTH,PSCC2022,COMMODITY_DESCRIPTION,UNIT,COUNTRY CODE,COUNTRY OF DESTINATION,GROSS KILO (in kg),QUANTITY (various),FREE_ON_BOARD,INSURANCE (in USD),FREIGHT (in USD)
01,0301939001,"- Other live fish :  |  - - Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) :  |  - - - Other :  |  - - - - A. Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp., other than fry",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"460,700","460,700","1,050,500",0,0
01,0301939001,"- Other live fish :  |  - - Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) :  |  - - - Other :  |  - - - - A. Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp., other than fry",Gross kg,168,TAIWAN (REP. OF CHINA),"42,500","42,500","115,000",0,0
01,0301992101,- Other live fish :  |  - - Other :  |  - - - Other fish fry :  |  - - - - Breeding :  |  - - - - - A. Carp,Gross kg,500,MALAYSIA,"9,450","9,450","20,250",0,0
01,0301995201,"- Other live fish :  |  - - Other :  |  - - - Other, marine fish :  |  - - - - Grouper  |  Lapu-lapu ",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"8,000","8,000","20,000",0,0
01,0301995201,"- Other live fish :  |  - - Other :  |  - - - Other, marine fish :  |  - - - - Grouper  |  Lapu-lapu ",Gross kg,364,"HONG KONG, CHINA","467,140","467,140","1,092,415",0,0
01,0301995201,"- Other live fish :  |  - - Other :  |  - - - Other, marine fish :  |  - - - - Grouper  |  Lapu-lapu ",Gross kg,412,JAPAN,500,500,867,0,0
01,0301995201,"- Other live fish :  |  - - Other :  |  - - - Other, marine fish :  |  - - - - Grouper  |  Lapu-lapu ",Gross kg,484,MACAU,"65,358","65,358","298,500",0,0
01,0301995201,"- Other live fish :  |  - - Other :  |  - - - Other, marine fish :  |  - - - - Grouper  |  Lapu-lapu ",Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,500,500,"1,889",0,0
01,0301995209,"- Other live fish :  |  - - Other :  |  - - - Other, marine fish :  |  - - - - Grouper  |  Other",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"4,000","4,000","10,000",0,0
01,0301995209,"- Other live fish :  |  - - Other :  |  - - - Other, marine fish :  |  - - - - Grouper  |  Other",Gross kg,364,"HONG KONG, CHINA","1,525","1,525","2,800",0,0
01,0302310000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Albacore or longfinned tunas (Thunnus alalunga)",Gross kg,364,"HONG KONG, CHINA",600,600,"1,242",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,128,CANADA,"11,000","11,000","24,900",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,268,FRANCE,"1,300","1,300","13,000",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,309,GERMANY,"10,000","10,000","50,000",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,364,"HONG KONG, CHINA","5,950","5,950","15,153",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,400,ITALY,"9,000","9,000","32,000",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,412,JAPAN,"11,311","11,311","42,854",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,440,REPUBLIC OF KOREA,504,504,"5,880",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,576,NETHERLANDS,"24,600","24,600","106,300",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,720,SINGAPORE,250,250,600,0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,768,SWITZERLAND,"37,800","37,800","224,800",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","2,800","2,800","9,000",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,860,UNITED STATES OF AMERICA,"47,804","47,804","213,949",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,868,GUAM,"1,322","1,322","2,700",0,0
01,0302320000,"- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Yellowfin tunas (Thunnus albacares)",Gross kg,872,HAWAII,"15,612","15,612","45,450",0,0
01,0302420000,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Anchovies (Engraulis spp.)",Gross kg,868,GUAM,756,756,"1,340",0,0
01,0302440000,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Gross kg,364,"HONG KONG, CHINA","6,000","6,000","7,500",0,0
01,0302440000,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Gross kg,868,GUAM,"1,549","1,549","3,268",0,0
01,0302470000,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Swordfish (Xiphias gladius)",Gross kg,364,"HONG KONG, CHINA",324,324,"2,100",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,128,CANADA,"2,500","2,500","5,100",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"28,000","28,000","147,000",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,168,TAIWAN (REP. OF CHINA),"68,500","68,500","136,100",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,364,"HONG KONG, CHINA","101,906","101,906","194,165",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,720,SINGAPORE,750,750,"2,250",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,780,THAILAND,"8,500","8,500","35,000",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.",640,640,"2,754",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,844,QATAR,640,640,"2,703",0,0
01,0302490001,"- Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302.91 to  0302.99 :  |  - - Other  |  Roundscad (Galunggong)",Gross kg,868,GUAM,"15,481","15,481","46,695",0,0
01,0302891901,"- Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Other :  |  - - - Marine fish :  |  - - - - Other  |  Milkfish (Bangus)",Gross kg,444,KUWAIT,375,375,"1,680",0,0
01,0302891901,"- Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Other :  |  - - - Marine fish :  |  - - - - Other  |  Milkfish (Bangus)",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","3,655","3,655","15,768",0,0
01,0302891901,"- Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Other :  |  - - - Marine fish :  |  - - - - Other  |  Milkfish (Bangus)",Gross kg,844,QATAR,"2,560","2,560","10,812",0,0
01,0302891901,"- Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99 :  |  - - Other :  |  - - - Marine fish :  |  - - - - Other  |  Milkfish (Bangus)",Gross kg,868,GUAM,56,56,70,0,0
