MONTH,PSCC2022,COMMODITY_DESCRIPTION,UNIT,COUNTRY CODE,COUNTRY OF DESTINATION,GROSS KILO (in kg),QUANTITY (various),FREE_ON_BOARD,INSURANCE (in USD),FREIGHT (in USD)
01,0301102000,"- - Other, marine fish",Gross kg,648,POLAND,"1,900","1,900","1,514",0,0
01,0301102000,"- - Other, marine fish",Gross kg,720,SINGAPORE,"10,400","10,400","8,845",0,0
01,0301102000,"- - Other, marine fish",Gross kg,732,"SOUTH AFRICA, REP. OF ","1,350","1,350","1,192",0,0
01,0301102000,"- - Other, marine fish",Gross kg,740,SPAIN,"1,500","1,500","1,503",0,0
01,0301102000,"- - Other, marine fish",Gross kg,748,SRI LANKA  (CEYLON),"1,000","1,000",408,0,0
01,0301102000,"- - Other, marine fish",Gross kg,764,SWEDEN,800,800,442,0,0
01,0301102000,"- - Other, marine fish",Gross kg,768,SWITZERLAND,300,300,350,0,0
01,0301102000,"- - Other, marine fish",Gross kg,780,THAILAND,"10,750","10,750","6,265",0,0
01,0301102000,"- - Other, marine fish",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","1,800","1,800","1,268",0,0
01,0301102000,"- - Other, marine fish",Gross kg,844,QATAR,400,400,402,0,0
01,0301102000,"- - Other, marine fish",Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"17,638","17,638","19,728",0,0
01,0301102000,"- - Other, marine fish",Gross kg,860,UNITED STATES OF AMERICA,"206,270","206,270","219,497",0,0
01,0301102000,"- - Other, marine fish",Gross kg,868,GUAM,400,400,402,0,0
01,0301102000,"- - Other, marine fish",Gross kg,872,HAWAII,"1,600","1,600","1,300",0,0
01,0301920000,- - Eels (Anguilla spp.),Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"615,000","615,000","1,604,828",0,0
01,0301920000,- - Eels (Anguilla spp.),Gross kg,168,TAIWAN (REP. OF CHINA),"132,500","132,500","465,093",0,0
01,0301920000,- - Eels (Anguilla spp.),Gross kg,364,"HONG KONG, CHINA","11,785","11,785","40,650",0,0
01,0301920000,- - Eels (Anguilla spp.),Gross kg,440,REPUBLIC OF KOREA,360,360,800,0,0
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"6,000","6,000","13,001",0,0
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,364,"HONG KONG, CHINA","997,144","997,144","2,782,133",0,0
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,484,MACAU,"169,762","169,762","449,296",0,0
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,720,SINGAPORE,375,375,"1,200",0,0
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,892,VIETNAM,466,466,"1,800",0,0
01,0301993009,- - - Other marine fish | Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"12,450","12,450","34,509",0,0
01,0301993009,- - - Other marine fish | Other,Gross kg,364,"HONG KONG, CHINA","37,739","37,739","116,678",0,0
01,0301993009,- - - Other marine fish | Other,Gross kg,484,MACAU,556,556,"3,400",0,0
01,0302120000,"- - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) | - - Pacific salmon (Oncorhynchus nerka, Oncorhynchusgorbuscha, Oncorhynchus keta, Oncorhynchustschawytscha, Oncorhynchus kisutch, on Oncorhynchusmasou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",Net kg,868,GUAM,50,40,80,0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,128,CANADA,"6,100","4,700","14,700",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,164,PEOPLE'S REPUBLIC OF CHINA,800,600,"1,800",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,364,"HONG KONG, CHINA","12,800","9,600","38,400",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"11,875","9,500","57,509",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,412,JAPAN,"1,670","1,307","5,529",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,500,MALAYSIA,"3,000","2,400","6,800",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,576,NETHERLANDS,"23,125","18,500","145,029",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,608,NORWAY,"2,500","2,000","20,004",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,720,SINGAPORE,700,500,"2,000",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,768,SWITZERLAND,"22,400","17,900","141,329",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,780,THAILAND,"1,200","1,000","3,001",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,836,"UNITED ARAB EMIRATES, N.E.S.","6,875","5,500","27,500",0,0
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"20,400","18,262","100,802",0,0
01,0302610000,"- - Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",Net kg,364,"HONG KONG, CHINA","1,000",950,"1,200",0,0
01,0302610000,"- - Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",Net kg,484,MACAU,500,475,"3,501",0,0
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,168,TAIWAN (REP. OF CHINA),"9,375","6,000","10,000",0,0
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,364,"HONG KONG, CHINA","5,250","4,200","7,000",0,0
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,868,GUAM,"2,224","1,715","2,758",0,0
01,0302691000,- - - Marine fish,Net kg,168,TAIWAN (REP. OF CHINA),"66,000","42,900","106,003",0,0
01,0302691000,- - - Marine fish,Net kg,364,"HONG KONG, CHINA","142,775","109,500","509,279",0,0
01,0302691000,- - - Marine fish,Net kg,768,SWITZERLAND,500,300,900,0,0
01,0302691000,- - - Marine fish,Net kg,868,GUAM,"12,606","9,863","18,623",0,0
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,364,"HONG KONG, CHINA","5,625","4,500","17,000",0,0
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","5,355","4,500","13,052",0,0
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,"58,384","53,632","270,048",0,0
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,868,GUAM,342,270,405,0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,164,PEOPLE'S REPUBLIC OF CHINA,"68,000","54,400","151,427",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,196,COSTA RICA,"54,000","43,200","78,314",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,268,FRANCE,"48,000","38,400","108,019",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"325,000","292,500","546,347",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,412,JAPAN,"156,810","141,129","2,048,779",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,740,SPAIN,"901,000","780,100","1,827,225",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,780,THAILAND,"75,000","67,500","105,018",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"104,436","90,091","76,012",0,0
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,892,VIETNAM,"300,000","270,000","525,094",0,0
01,0303740000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,868,GUAM,"1,051",858,"1,252",0,0
01,0303791001,- - - Marine fish | Siganid (samaral),Net kg,168,TAIWAN (REP. OF CHINA),"50,505","45,454","15,899",0,0
01,0303791002,- - - Marine fish | Round scad (galunggong),Net kg,868,GUAM,559,448,732,0,0
01,0303791004,- - - Marine fish | Shark fins,Net kg,364,"HONG KONG, CHINA",125,80,800,0,0
01,0303791004,- - - Marine fish | Shark fins,Net kg,412,JAPAN,600,450,"4,501",0,0
01,0303791004,- - - Marine fish | Shark fins,Net kg,440,REPUBLIC OF KOREA,850,510,"4,551",0,0
01,0303791009,- - - Marine fish | Other,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"1,000",800,"2,400",0,0
01,0303791009,- - - Marine fish | Other,Net kg,364,"HONG KONG, CHINA","9,859","8,873","71,019",0,0
01,0303791009,- - - Marine fish | Other,Net kg,780,THAILAND,"81,000","79,500","79,514",0,0
01,0303791009,- - - Marine fish | Other,Net kg,868,GUAM,"2,995","2,456","3,424",0,0
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,400,ITALY,"9,464","8,450","31,388",0,0
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,"145,450","133,966","554,325",0,0
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,868,GUAM,"1,056",858,"1,252",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,268,FRANCE,800,600,"2,400",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,309,GERMANY,"4,700","3,800","40,008",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,364,"HONG KONG, CHINA","7,904","5,900","42,668",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,400,ITALY,"1,200",900,"3,600",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,500,MALAYSIA,700,500,"1,500",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,720,SINGAPORE,"13,268","10,394","86,472",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,732,"SOUTH AFRICA, REP. OF ","1,500",900,"3,300",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,768,SWITZERLAND,"25,200","19,300","123,620",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,860,UNITED STATES OF AMERICA,"6,300","4,600","17,200",0,0
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,872,HAWAII,800,600,"2,400",0,0
01,0304100003,- Fresh or chilled | Tilapia fillet,Net kg,168,TAIWAN (REP. OF CHINA),"17,168","15,451","69,095",0,0
01,0304100009,- Fresh or chilled | Other,Net kg,364,"HONG KONG, CHINA",725,544,"4,520",0,0
01,0304200001,- Frozen fillets | Tuna,Net kg,412,JAPAN,"30,920","27,828","349,236",0,0
01,0304200001,- Frozen fillets | Tuna,Net kg,860,UNITED STATES OF AMERICA,"177,683","159,509","1,923,151",0,0
01,0304200002,- Frozen fillets | Milkfish (bangus),Net kg,780,THAILAND,582,551,"4,680",0,0
01,0304200003,- Frozen fillets | Tilapia,Net kg,860,UNITED STATES OF AMERICA,"21,398","19,258","250,898",0,0
01,0304200009,- Frozen fillets | Other,Net kg,412,JAPAN,"213,717","192,345","1,015,506",0,0
01,0304200009,- Frozen fillets | Other,Net kg,860,UNITED STATES OF AMERICA,"17,567","15,810","94,879",0,0
01,0305200000,"- Livers and roes of fish, dried, smoked, salted or in brine",Net kg,440,REPUBLIC OF KOREA,"21,903","19,713","89,714",0,0
01,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,720,SINGAPORE,845,581,"2,749",0,0
01,0305410000,"- - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) | - - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchusmasou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",Net kg,592,NEW ZEALAND,"42,223","38,001","614,389",0,0
01,0305490001,- - Other | Milkfish (bangus),Net kg,364,"HONG KONG, CHINA",40,30,100,0,0
01,0305490001,- - Other | Milkfish (bangus),Net kg,720,SINGAPORE,106,82,267,0,0
01,0305490019,- - Other | Other,Net kg,168,TAIWAN (REP. OF CHINA),"24,310","23,185","101,515",0,0
01,0305490019,- - Other | Other,Net kg,364,"HONG KONG, CHINA",50,38,100,0,0
01,0305490019,- - Other | Other,Net kg,412,JAPAN,"101,590","92,761","438,955",0,0
01,0305591000,- - - Sharks' fins,Net kg,036,AUSTRALIA,230,207,"1,728",0,0
01,0305591000,- - - Sharks' fins,Net kg,364,"HONG KONG, CHINA","12,000","10,500","22,004",0,0
01,0305591000,- - - Sharks' fins,Net kg,720,SINGAPORE,320,288,"12,002",0,0
01,0305599001,- - - Other | Anchovies,Net kg,592,NEW ZEALAND,90,81,249,0,0
01,0305599002,- - - Other | Herring,Net kg,452,LEBANON,73,68,166,0,0
01,0305690002,- - Other | Milkfish (bangus),Net kg,704,SAUDI ARABIA,"9,434","8,491","24,589",0,0
01,0306130000,- - Shrimps and prawns,Net kg,128,CANADA,"50,470","45,423","117,452",0,0
01,0306130000,- - Shrimps and prawns,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"22,950","20,655","160,409",0,0
01,0306130000,- - Shrimps and prawns,Net kg,168,TAIWAN (REP. OF CHINA),"12,256","11,030","80,920",0,0
01,0306130000,- - Shrimps and prawns,Net kg,364,"HONG KONG, CHINA","45,000","40,500","23,644",0,0
01,0306130000,- - Shrimps and prawns,Net kg,412,JAPAN,"55,286","49,757","449,647",0,0
01,0306130000,- - Shrimps and prawns,Net kg,440,REPUBLIC OF KOREA,"50,760","45,684","407,224",0,0
01,0306130000,- - Shrimps and prawns,Net kg,780,THAILAND,"13,500","12,150","117,921",0,0
01,0306130000,- - Shrimps and prawns,Net kg,860,UNITED STATES OF AMERICA,"83,250","74,925","535,568",0,0
01,0306130000,- - Shrimps and prawns,Net kg,868,GUAM,"28,491","25,584","181,869",0,0
01,0306140000,- - Crabs,Net kg,860,UNITED STATES OF AMERICA,"35,336","31,802","996,428",0,0
01,0306140000,- - Crabs,Net kg,868,GUAM,"1,467","1,136","2,916",0,0
01,0306222000,"- - - Other, live",Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"40,212","32,049","239,240",0,0
01,0306222000,"- - - Other, live",Net kg,168,TAIWAN (REP. OF CHINA),"38,320","30,910","215,441",0,0
01,0306222000,"- - - Other, live",Net kg,364,"HONG KONG, CHINA","104,623","82,224","664,461",0,0
01,0306222000,"- - - Other, live",Net kg,484,MACAU,"23,295","15,602","130,500",0,0
01,0306222000,"- - - Other, live",Net kg,892,VIETNAM,"2,454","1,765","16,423",0,0
01,0306233000,- - - Fresh or chilled,Net kg,168,TAIWAN (REP. OF CHINA),"9,450","6,000","30,000",0,0
01,0306233000,- - - Fresh or chilled,Net kg,364,"HONG KONG, CHINA","36,581","29,066","259,983",0,0
01,0306233000,- - - Fresh or chilled,Net kg,484,MACAU,"1,500","1,000","3,000",0,0
01,0306233000,- - - Fresh or chilled,Net kg,780,THAILAND,"1,200","1,000","3,001",0,0
01,0306233000,- - - Fresh or chilled,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","18,000","12,000","180,036",0,0
01,0306233000,- - - Fresh or chilled,Net kg,868,GUAM,230,180,720,0,0
01,0306241000,- - - Live,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"127,383","92,394","712,834",0,0
01,0306241000,- - - Live,Net kg,168,TAIWAN (REP. OF CHINA),"117,480","86,060","624,391",0,0
01,0306241000,- - - Live,Net kg,364,"HONG KONG, CHINA","208,361","152,858","984,968",0,0
01,0306241000,- - - Live,Net kg,412,JAPAN,"6,000","4,000","28,000",0,0
01,0306241000,- - - Live,Net kg,484,MACAU,"40,665","27,618","195,413",0,0
01,0306241000,- - - Live,Net kg,626,"PALAU, REP. OF","2,775","2,100","14,700",0,0
01,0306241000,- - - Live,Net kg,720,SINGAPORE,"116,295","82,930","597,441",0,0
01,0306241000,- - - Live,Net kg,868,GUAM,435,290,516,0,0
01,0306242000,- - - Fresh or chilled,Net kg,860,UNITED STATES OF AMERICA,"13,600","12,240","56,010",0,0
01,0306242000,- - - Fresh or chilled,Net kg,868,GUAM,315,210,390,0,0
01,0306249000,- - - Other,Net kg,860,UNITED STATES OF AMERICA,"16,344","14,710","222,654",0,0
01,0306299009,- - - Other,Net kg,168,TAIWAN (REP. OF CHINA),303,272,"8,582",0,0
01,0306299009,- - - Other,Net kg,364,"HONG KONG, CHINA","15,500","13,950","120,021",0,0
01,0306299009,- - - Other,Net kg,412,JAPAN,"4,614","4,152","8,329",0,0
01,0306299009,- - - Other,Net kg,780,THAILAND,"8,661","7,795","1,035",0,0
01,0307102000,"- - Fresh, chilled or frozen",Net kg,168,TAIWAN (REP. OF CHINA),"92,150","87,543","30,115",0,0
01,0307211000,- - - Live,Net kg,484,MACAU,25,25,75,0,0
01,0307291000,- - - Frozen,Net kg,168,TAIWAN (REP. OF CHINA),"24,936","23,689","185,033",0,0
01,0307291000,- - - Frozen,Net kg,364,"HONG KONG, CHINA","4,350","4,133","6,501",0,0
01,0307291000,- - - Frozen,Net kg,860,UNITED STATES OF AMERICA,"10,014","9,513","38,257",0,0
01,0307291000,- - - Frozen,Net kg,892,VIETNAM,"25,300","24,035","134,132",0,0
01,0307412000,- - - Fresh or chilled,Net kg,868,GUAM,640,518,880,0,0
01,0307412000,- - - Fresh or chilled,Net kg,892,VIETNAM,"133,900","127,205","91,015",0,0
01,0307491000,- - - Frozen,Net kg,168,TAIWAN (REP. OF CHINA),"134,617","127,886","239,893",0,0
01,0307491000,- - - Frozen,Net kg,364,"HONG KONG, CHINA","164,312","156,096","1,029,203",0,0
01,0307491000,- - - Frozen,Net kg,412,JAPAN,"46,768","44,429","265,959",0,0
01,0307491000,- - - Frozen,Net kg,440,REPUBLIC OF KOREA,"15,000","14,250","150,027",0,0
01,0307491000,- - - Frozen,Net kg,868,GUAM,106,86,342,0,0
01,0307591000,- - - Frozen,Net kg,128,CANADA,"30,500","28,975","120,022",0,0
01,0307591000,- - - Frozen,Net kg,400,ITALY,"25,795","24,505","90,016",0,0
01,0307591000,- - - Frozen,Net kg,440,REPUBLIC OF KOREA,"54,784","52,045","225,007",0,0
01,0307591000,- - - Frozen,Net kg,860,UNITED STATES OF AMERICA,"135,637","128,855","370,096",0,0
01,0307591000,- - - Frozen,Net kg,892,VIETNAM,"15,750","14,963","37,507",0,0
01,0307911001,- - - Live | Clams,Net kg,168,TAIWAN (REP. OF CHINA),"1,200","1,000","2,400",0,0
01,0307911005,- - - Live | Ruditapes,Net kg,168,TAIWAN (REP. OF CHINA),"61,050","49,500","148,500",0,0
01,0307911005,- - - Live | Ruditapes,Net kg,364,"HONG KONG, CHINA","76,295","60,460","185,350",0,0
01,0307911005,- - - Live | Ruditapes,Net kg,484,MACAU,"2,263","1,810","6,450",0,0
01,0307911005,- - - Live | Ruditapes,Net kg,720,SINGAPORE,"2,625","2,060","7,800",0,0
01,0307912004,- - - Fresh or chilled | Sea urchin,Net kg,780,THAILAND,126,110,"1,140",0,0
01,0307991004,- - - Frozen | Abalone,Net kg,440,REPUBLIC OF KOREA,"9,040","7,272","54,210",0,0
01,0307991005,- - - Frozen | Sea urchin,Net kg,412,JAPAN,550,480,"9,362",0,0
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,364,"HONG KONG, CHINA","6,767","6,430","62,437",0,0
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,440,REPUBLIC OF KOREA,656,629,"62,221",0,0
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,500,MALAYSIA,"1,691","1,578","24,683",0,0
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,720,SINGAPORE,"6,424","6,184","137,061",0,0
01,0307999004,- - - Other | Abalone,Net kg,364,"HONG KONG, CHINA",73,69,553,0,0
01,0401100000,"- Of a fat content, by weight, not exceeding 1% | Of a fat content, by weight, not exceeding 1%",Net kg,452,LEBANON,"2,015","1,914","2,677",0,0
01,0401200000,"- Of a fat content, by weight, exceeding 1% but not exceeding 6% | Of a fat content, by weight, exceeding 1% but not exceeding 6%",Net kg,538,"MICRONESIA, FEDERATED STATES OF",132,120,202,0,0
01,0401300000,"- Of a fat content, by weight, exceeding 6% | Of a fat content, by weight, exceeding 6%",Net kg,036,AUSTRALIA,"3,500","3,325","19,003",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,116,"MYANMAR, UNION OF (BURMA)","5,236","4,974","19,207",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,124,CAMEROON,"45,555","43,277","197,452",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,168,TAIWAN (REP. OF CHINA),"1,420","1,349","6,399",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,260,FIJI,"3,150","2,450","10,530",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,428,CAMBODIA (DEMOCRATIC KAMPUCHEA),"28,301","26,886","115,838",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,500,MALAYSIA,"301,610","286,529","1,183,894",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,624,"PAKISTAN, ISLAMIC REP. OF","30,763","29,225","80,362",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,720,SINGAPORE,"94,380","92,400","110,900",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,748,SRI LANKA  (CEYLON),"3,600","3,420","15,439",0,0
01,0402291009,- - - In powder form | B. Other,Net kg,780,THAILAND,"233,078","221,424","906,095",0,0
01,0403909001,- Other | Sour milk,Net kg,444,KUWAIT,"1,321","1,260","1,680",0,0
01,0403909001,- Other | Sour milk,Net kg,704,SAUDI ARABIA,"1,313","1,260","1,680",0,0
01,0403909001,- Other | Sour milk,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","8,546","7,324","7,692",0,0
01,0403909001,- Other | Sour milk,Net kg,844,QATAR,"3,876","3,270","5,634",0,0
01,0405100000,- Butter,Net kg,626,"PALAU, REP. OF",42,40,221,0,0
01,0405909000,- Other | - - Other,Net kg,364,"HONG KONG, CHINA","1,576","1,497","1,898",0,0
01,0406300000,"- Processed cheese, not grated or powdered",Net kg,444,KUWAIT,"5,443","5,171","4,001",0,0
01,0406300000,"- Processed cheese, not grated or powdered",Net kg,836,"UNITED ARAB EMIRATES, N.E.S.",435,311,"1,322",0,0
